parameters:
Namespace(alpha=[0.1, 0.2, 0.5, 1.0, 2.0], clt_leaves=False, cluster_method='GMM', cluster_penalty=[1.0], cv=5, dataset='data/multilabel/business1500/business1500.5.folds.pklz', features=None, g_factor=[5.0, 10.0, 15.0, 20.0], gzip=True, kde_leaves=False, min_inst_slice=[10, 50, 100, 500], n_iters=100, n_restarts=4, n_row_clusters=2, output='exp/ml-repr-spn/', save_model=True, seed=1337, sklearn_args=None, suffix=None, test_ext=None, train_ext=None, valid_ext=None, verbose=1)

g-factor:	clu-pen:	min-ins:	alpha:	fold:	n_edges:	depth:	n_weights:	n_leaves:	n_sums:	n_prods:	train_ll	valid_ll:	test_ll
5.00000	1.00000	50	2.00000	4	7520	23	750	6403	368	750	-17.11902	-inf	-17.83202
5.00000	1.00000	100	0.10000	0	6733	19	571	5879	284	571	-17.07848	-inf	-17.39673
5.00000	1.00000	100	0.10000	1	6844	19	558	6008	279	558	-16.88567	-inf	-17.85600
5.00000	1.00000	100	0.10000	2	6727	19	554	5898	276	554	-16.71132	-inf	-18.43449
5.00000	1.00000	100	0.10000	3	6941	23	572	6085	285	572	-17.16500	-inf	-16.85457
5.00000	1.00000	100	0.10000	4	6645	21	560	5808	278	560	-16.92402	-inf	-17.85481
5.00000	1.00000	100	0.20000	0	6733	19	571	5879	284	571	-17.08370	-inf	-17.35342
5.00000	1.00000	100	0.20000	1	6844	19	558	6008	279	558	-16.89408	-inf	-17.80390
5.00000	1.00000	100	0.20000	2	6727	19	554	5898	276	554	-16.72021	-inf	-18.38468
5.00000	1.00000	100	0.20000	3	6941	23	572	6085	285	572	-17.17358	-inf	-16.82558
5.00000	1.00000	100	0.20000	4	6645	21	560	5808	278	560	-16.93029	-inf	-17.80700
5.00000	1.00000	100	0.50000	0	6733	19	571	5879	284	571	-17.12182	-inf	-17.32523
5.00000	1.00000	100	0.50000	1	6844	19	558	6008	279	558	-16.93886	-inf	-17.76598
5.00000	1.00000	100	0.50000	2	6727	19	554	5898	276	554	-16.76574	-inf	-18.34986
5.00000	1.00000	100	0.50000	3	6941	23	572	6085	285	572	-17.22006	-inf	-16.80899
5.00000	1.00000	100	0.50000	4	6645	21	560	5808	278	560	-16.96959	-inf	-17.76721
5.00000	1.00000	100	1.00000	0	6733	19	571	5879	284	571	-17.20861	-inf	-17.36293
5.00000	1.00000	100	1.00000	1	6844	19	558	6008	279	558	-17.03368	-inf	-17.79912
5.00000	1.00000	100	1.00000	2	6727	19	554	5898	276	554	-16.86125	-inf	-18.38547
5.00000	1.00000	100	1.00000	3	6941	23	572	6085	285	572	-17.31928	-inf	-16.84277
5.00000	1.00000	100	1.00000	4	6645	21	560	5808	278	560	-17.05785	-inf	-17.78518
5.00000	1.00000	100	2.00000	0	6733	19	571	5879	284	571	-17.40520	-inf	-17.51595
5.00000	1.00000	100	2.00000	1	6844	19	558	6008	279	558	-17.24319	-inf	-17.94843
5.00000	1.00000	100	2.00000	2	6727	19	554	5898	276	554	-17.07138	-inf	-18.53773
5.00000	1.00000	100	2.00000	3	6941	23	572	6085	285	572	-17.53846	-inf	-16.96855
5.00000	1.00000	100	2.00000	4	6645	21	560	5808	278	560	-17.25814	-inf	-17.89583
5.00000	1.00000	500	0.10000	0	3275	15	146	3057	73	146	-18.24427	-inf	-18.42587
5.00000	1.00000	500	0.10000	1	3421	15	144	3206	72	144	-18.08042	-inf	-18.84062
5.00000	1.00000	500	0.10000	2	3427	17	144	3212	72	144	-17.95510	-inf	-19.49446
5.00000	1.00000	500	0.10000	3	3895	13	132	3698	66	132	-18.06038	-inf	-17.33572
